date,year,month,BienesConsumo_NoDuradero,BienesConsumo_Duradero,BienesConsumo_Total,MateriasPrimas_CombustiblesYLubricantes,MateriasPrimas_ParaAgricultura,MateriasPrimas_ParaIndustria,MateriasPrimas_MaterialesConstruccion,MateriasPrimas_PartesAccesoriosEquipoTransporte,BienesCapital_Total,BienesCapital_ParaAgricultura,BienesCapital_ParaIndustria,BienesCapital_EquipoTransporte,BienesCapital_TotalAmpliado,Diversos_Total,TotalImportaciones_CIF,TotalImportaciones_FOB,Importaciones_ParaTransformacion,ImportacionesTemporales_VehiculosYAeronaves,TotalImportaciones_CIF2,TotalImportaciones_FOBAjustado_MillonesUSD
2008-03-31,2008,3,45.982462,41.422855,87.405317,30.19098,12.60267,102.32875,20.671609,8.591053,174.38506199999998,7.603955,56.304644,22.795526,86.704125,10.945698,359.440202,,,,359.440202,0.0
2008-04-30,2008,4,43.87317,47.574193,91.447363,50.584843,17.279043,96.693202,23.093204,10.905104,198.555396,6.918332,62.992555,28.172163,98.08305,4.001158,392.086967,,,,392.086967,0.0
2008-05-31,2008,5,44.705133,45.598852,90.303985,48.242551,15.601161,119.981295,24.463337,11.502838,219.791182,7.324943,85.873582,26.551052,119.749577,6.338575,436.183319,,,,434.183319,0.0
2008-06-30,2008,6,45.153231,47.551405,92.704636,56.176878,11.598235,117.956071,25.315683,10.731514,221.77838100000002,6.037847,74.67902,25.810324,106.52719099999999,5.94463,426.954838,,,,426.954838,0.0
2008-07-31,2008,7,52.110601,54.495744,106.606345,50.248614,17.321086,144.232985,31.179835,12.919968,255.90248800000003,9.294623,108.489517,45.092214,162.876354,4.2266,529.611787,,,,512.811787,0.0
2008-08-31,2008,8,45.798895,45.981954,91.780849,61.295617,16.394995,136.651414,30.187064,12.838359,257.36744899999997,9.21949,66.088588,25.245087,100.55316499999999,10.631112,460.33257499999996,,,,460.33257499999996,0.0
2008-09-30,2008,9,40.752017,47.144429,87.896446,56.754099,12.674093,108.243779,28.109321,10.214897,215.99618900000002,6.046201,70.291031,23.441232,99.778464,4.411315,408.08241399999997,,,,408.08241399999997,0.0
2008-10-31,2008,10,60.442586,61.198,121.640586,68.90186,29.450216,137.232795,32.233384,11.987962,279.80621700000006,17.105334,84.468061,29.474991,131.048386,6.261004000000001,538.756193,,,,538.756193,0.0
2008-11-30,2008,11,46.973732,46.785751,93.75948299999999,54.015356,22.657194,113.806266,25.248497,9.755104,225.48241699999997,9.301165,76.884765,25.589944,111.775874,2.31181,433.32958399999995,,,,433.32958399999995,0.0
2008-12-31,2008,12,49.711219,50.479428,100.190647,27.512854,23.673827,128.157203,27.751308,11.107629,218.202821,7.537309,84.324111,25.385584,117.247004,1.855478,437.49595,,,,437.49595,0.0
2009-01-31,2009,1,44.67467,28.331111,73.005781,33.77515,20.620262,117.775818,22.775224,10.467162,205.41361600000002,3.890103,81.015896,25.729628,110.635627,4.429827,393.48485100000005,,,,393.48485100000005,0.0
2009-02-28,2009,2,39.12581,20.844154,59.969964000000004,28.548297,12.694057,95.75534,18.950119,8.844616,164.792429,5.237,67.670284,15.382888,88.29017199999998,4.302596,317.35516099999995,,,,317.35516099999995,0.0
2009-03-31,2009,3,40.050953,26.950121,67.001074,27.045856,17.986839,106.671683,19.96943,9.556832,181.23064,7.020095,70.009744,37.972065,115.001904,3.850322,367.08394,,,,351.01554,0.0
2009-04-30,2009,4,35.469711,24.45993,59.929641,22.677873,14.808978,96.493029,18.622902,10.477539,163.08032100000003,6.15275,79.569766,20.690794,106.41331,5.195753,334.619025,,,,334.619025,0.0
2009-05-31,2009,5,38.596318,28.777907,67.374225,31.9255,19.179365,89.79023,21.567985,8.924587,171.387667,4.161118,59.50949,24.127696,87.798304,4.451575,331.01177099999995,,,,331.01177099999995,0.0
2009-06-30,2009,6,38.053715,26.309162,64.362877,27.13023,16.949458,97.921914,19.312372,7.909931,169.22390500000003,6.222409,64.255609,28.612368,99.09038600000001,2.345582,335.0227500000001,,,,329.3887500000001,0.0
2009-07-31,2009,7,47.373577,36.566432,83.940009,53.582384,15.187003,95.834031,23.688198,11.661763,199.95337899999998,7.88774,69.064625,23.850559,100.802924,3.736674,388.432986,,,,388.432986,0.0
2009-08-31,2009,8,41.453725,33.38141,74.83513500000001,40.17438,11.571189,95.388199,24.399833,10.408086,181.941687,6.595466,66.267681,33.705808,106.56895499999999,6.595867,369.941644,,,,368.861644,0.0
2009-09-30,2009,9,44.458113,38.538582,82.99669499999999,54.64539,15.821379,93.552061,32.995181,10.280681,207.29469199999997,6.827029,60.14805,30.283524,97.258603,11.740954,399.29094399999997,,,,399.29094399999997,0.0
2009-10-31,2009,10,48.044293,45.263341,93.30763400000001,79.241306,20.911406,106.773326,32.914249,10.982858,250.82314499999995,10.103723,66.455313,24.852885,101.411921,9.260137,454.80283699999995,,,,454.80283699999995,0.0
2009-11-30,2009,11,49.069341,49.392264,98.46160499999999,29.280627,24.942447,100.752171,28.225352,8.116122,191.316719,7.210808,78.366031,46.190144,131.766983,11.865018,433.41032499999994,,,,423.75123899999994,0.0
2009-12-31,2009,12,50.568239,52.222847,102.791086,42.14237,27.583085,107.475056,32.100503,9.269694,218.570708,6.001598,90.13384,32.738965,128.874403,2.687384,452.923581,,,,452.923581,0.0
2010-01-31,2010,1,38.017169,32.750995,70.76816400000001,67.22484,22.645172,86.819347,21.692762,9.5011,207.883221,5.987143,94.78976,19.716457,120.49336,2.429915,401.57466,375.933965,-1.2570712035909373,-0.4264296876975094,399.8911591087115,374.2504641087115
2010-02-28,2010,2,41.918245,25.346309,67.264554,51.503232,13.182387,93.157361,23.017613,7.963721,188.82431400000002,9.665997,57.643313,13.654829,80.96413899999999,2.451204,339.50421100000005,316.166676,-1.0627686695817948,-0.3605174556300922,338.0809248747882,314.74338987478814
2010-03-31,2010,3,53.889469,33.880764,87.77023299999999,65.555524,17.044431,126.432451,26.930588,12.114228,248.077222,9.488186,92.893994,21.349434,123.73161400000001,2.008099,461.587168,429.901015,-1.4449316519122302,-0.49015660474049283,459.6520797433473,427.96592674334727
2010-04-30,2010,4,51.049713,34.71999,85.76970299999999,44.539339,16.110775,117.732969,24.910021,11.024498,214.317602,9.122595,76.797859,20.564995,106.485449,28.141353,434.71410699999996,405.701393,-1.3608094338035408,-0.4616202647988587,432.8916773013976,403.8789633013976
2010-05-31,2010,5,56.642514,38.101636,94.74414999999999,74.836276,17.752787,114.61663,27.17046,11.268542,245.64469499999998,6.343062,96.723864,29.125463,132.19238900000002,2.728831,475.310065,444.639569,-1.4878891897422926,-0.5047288655549952,473.3174469447027,442.64695094470267
2010-06-30,2010,6,54.893067,41.238157,96.131224,50.256844,17.445787,124.287284,25.751761,11.305759,229.04743499999998,5.764246,75.304287,28.109462,109.17799500000001,1.349664,435.706318,406.793497,-1.363915406366616,-0.46267388762172323,433.87972870601163,404.9669077060116
2010-07-31,2010,7,58.614448,47.567308,106.18175600000001,42.13885,25.50625,133.696325,26.786589,13.291641,241.41965499999998,7.008929,81.161187,29.731264,117.90137999999999,1.960771,467.46356199999997,435.895353,-1.4633268506490091,-0.49639671176867906,465.50383843758226,433.9356294375823
2010-08-31,2010,8,59.580877,44.631933,104.21280999999999,40.00426,12.843742,121.384384,27.218924,12.928818,214.380128,8.800241,89.960917,29.970521,128.73167899999999,5.363247,452.687864,420.710731,-1.4170736720526402,-0.4807064879790288,450.7900838399683,418.8129508399683
2010-09-30,2010,9,65.924861,49.01376,114.93862100000001,44.47928,19.142457,135.694741,29.722383,14.455802,243.494663,10.228507,93.859245,70.073594,174.16134599999998,3.142641,535.737271,498.612046,-1.6770477899788148,-0.5688961478805608,533.4913270621406,496.36610206214067
2010-10-31,2010,10,60.807859,52.973257,113.781116,50.868271,19.57461,131.008882,25.814569,16.637373,243.903705,11.194104,82.102616,27.649286,120.946006,2.514198,481.145025,446.286762,-1.506154685354254,-0.5109249740707253,479.12794534057497,444.269682340575
2010-11-30,2010,11,70.103245,53.790941,123.89418599999999,63.866091,28.607741,127.153509,28.456451,13.047665,261.13145699999995,10.762192,102.212223,27.137798,140.112213,2.712018,527.849874,491.294113,-1.652357438152359,-0.5605205690045026,525.6369959928431,489.0812349928431
2010-12-31,2010,12,68.810006,66.359085,135.16909099999998,53.943545,31.210971,139.524234,28.537234,11.163099,264.37908300000004,12.122394,140.127112,37.600801,189.850307,1.195308,590.593789,550.130961,-1.848768159752814,-0.6271479505189863,588.1178728897282,547.6550448897282
2011-01-31,2011,1,58.717803,48.733008,107.450811,56.669974,16.902221,141.946961,39.201958,13.243051,267.964165,8.312886,102.773858,22.447451,133.534195,2.479261,511.428432,474.857312,-1.6009524967657713,0.0,509.8274795032342,473.2563595032342
2011-02-28,2011,2,60.097291,43.700857,103.798148,46.644198,29.47538,128.376412,31.740552,13.516467,249.75300900000002,7.085395,98.927277,19.561372,125.57404400000001,3.565915,482.69111599999997,444.709145,-1.5109944988878847,0.0,481.18012150111207,443.1981505011121
2011-03-31,2011,3,83.720294,51.979683,135.699977,81.615958,26.95681,172.346407,30.394032,13.785677,325.098884,13.715743,111.002509,23.154244,147.872496,3.39224,612.063597,568.464683,-1.9159762783712206,0.0,610.1476207216288,566.5487067216288
2011-04-30,2011,4,79.248046,50.019799,129.267845,97.717737,17.15768,147.887428,28.511675,14.691374,305.965894,10.530705,113.102154,20.890037,144.522896,1.700489,581.457124,538.917311,-1.8201671557244294,0.0,579.6369568442756,537.0971438442756
2011-05-31,2011,5,78.106386,53.877128,131.983514,75.143644,17.896479,144.925053,39.142085,14.235126,291.34238700000003,10.655154,93.381127,26.03564,130.071921,2.736038,556.13386,517.699849,-1.7408963522446208,-3.0888,551.3041636477554,512.8701526477554
2011-06-30,2011,6,68.075402,48.562683,116.63808499999999,155.142846,22.172159,139.493355,36.386559,17.531396,370.726315,13.983158,109.699906,72.666475,196.349539,0.776263,684.490202,637.108958,-2.142697256032897,0.0,682.3475047439671,634.9662607439672
2011-07-31,2011,7,70.374149,83.006179,153.38032800000002,100.303041,19.915324,150.624543,39.933814,14.635017,325.411739,14.145022,174.071818,30.411479,218.62831900000003,1.012788,698.433174,651.505983,-2.1863437067169986,0.0,696.246830293283,649.319639293283
2011-08-31,2011,8,79.294199,116.381953,195.676152,99.78108,20.203521,170.319903,44.983497,17.054575,352.342576,22.031046,131.685667,47.143975,200.86068799999998,3.149265,752.028681,700.834566,-2.3541166645315097,-2.73311994,746.9414443954685,695.7473293954685
2011-09-30,2011,9,83.412262,116.490706,199.902968,100.320548,27.785746,154.113104,40.177509,19.060919,341.45782599999995,16.47241,145.559153,64.602073,226.63363600000002,2.625292,770.619722,719.993658,-2.4123132207730773,0.0,768.207408779227,717.5813447792269
2011-10-31,2011,10,80.210124,105.464768,185.674892,69.34513,33.656036,156.453607,41.708087,17.211199,318.374059,18.52827,138.112821,67.681327,224.32241799999997,4.020362,732.3917309999999,683.109816,-2.2926460419295873,-0.74400014,729.3550848180703,680.0731698180704
2011-11-30,2011,11,84.043488,104.430835,188.474323,68.053463,36.554934,160.156767,39.076111,17.85009,321.691365,17.97317,166.132645,72.402009,256.507824,2.057007,768.7305190000001,718.96188,-2.4063993449099,0.0,766.3241196550902,716.55548065509
2011-12-31,2011,12,84.183859,85.366319,169.55017800000002,112.483733,30.220761,168.510853,43.179619,19.370474,373.76544,17.2554,165.659359,57.555387,240.470146,1.491659,785.277423,733.332314,-2.458197026882621,-1.86099986,780.9582261131173,729.0131171131173
2012-01-31,2012,1,64.34654,59.753229,124.09976900000001,103.195488,21.498696,149.254788,39.004486,16.475922,329.42938,17.024262,113.243081,35.089142,165.35648500000002,15.770913,634.656547,589.488212,-1.98670023004977,0.0,632.6698467699503,587.5015117699502
2012-02-29,2012,2,72.293644,58.358719,130.652363,68.148092,21.290835,153.032477,38.6942,18.188899,299.354503,25.727018,108.746033,50.963411,185.436462,2.229921,617.673249,575.564615,-1.9335364799819657,0.0,615.7397125200181,573.631078520018
2012-03-31,2012,3,86.231598,66.955878,153.187476,83.72073,30.595704,167.55736,40.463965,20.327441,342.6652,26.318631,144.635828,34.597721,205.55218000000002,5.432246,706.837102,658.042388,-2.2126509838889485,0.0,704.624451016111,655.829737016111
2012-04-30,2012,4,71.423003,53.936055,125.359058,130.954295,18.369884,137.57722,34.136193,15.728079,336.765671,15.335789,107.366443,34.247532,156.94976400000002,3.469826,622.5443190000001,580.334033,-1.9487846578119008,-4.2,616.3955343421882,574.1852483421881
2012-05-31,2012,5,87.884187,70.538163,158.42235,130.917362,18.989169,172.99937,31.160672,20.430488,374.49706100000003,15.954759,178.133568,38.789798,232.87812499999998,2.231389,768.0289250000001,715.280052,-2.404203106696034,-1.9968,763.627921893304,710.8790488933039
2012-06-30,2012,6,82.848554,59.394362,142.24291599999998,64.146575,19.170537,159.829503,29.012626,19.440141,291.599382,15.130296,125.550396,39.134785,179.815477,4.638819,618.2965939999999,575.965478,-1.9354877710554668,-0.8112,615.5499062289445,573.2187902289445
2012-07-31,2012,7,89.475485,72.087196,161.562681,121.974836,20.590907,163.223785,35.140466,22.552326,363.48231999999996,15.482309,140.985043,38.707125,195.174477,7.641668999999999,727.861147,676.767025,-2.2784637061172384,0.0,725.5826832938827,674.4885612938828
2012-08-31,2012,8,99.591991,70.30936,169.90135099999998,105.820429,22.621315,192.091608,37.265669,27.107096,384.906117,15.138352,149.579163,38.200417,202.917932,3.035776,760.761176,708.240768,-2.3814524730210236,-3.6017,754.7780235269789,702.257615526979
2012-09-30,2012,9,83.035233,70.12723,153.162463,53.653236,21.869918,162.950007,35.322189,22.016651,295.812001,15.321463,119.863482,56.049217,191.234162,6.940599000000001,647.149225,603.491524,-2.025806745808344,-0.8346,644.2888182541916,600.6311172541916
