date,year,month,Reservas Internacionales Netas RIN = RIB - OECP,Reservas Internacionales Brutas RIB,Obligaciones con el exterior a corto plazo OECP,Crédito Neto al Sector Público CNSP,Total,col_8,col_9,BASE MONETARIA BM,Billetes y Mo- nedas en Poder del Público C,MN,UFV,ME,TOTAL
2007-09-01,2007,9,36564980.3604867,36559785.3044304,-5195.056056299999,-9870916.829210717,1929687.0465467002,2178422.7559636002,-248735.70941689998,13736183.896679776,10449870.650780002,2261208.926169998,132141.4548435725,892962.8648861998,3286313.2458997704
2007-10-01,2007,10,37713248.7069416,37717054.0471283,3805.3401866999993,-10005800.813524056,1937542.5027903002,2171003.1148099,-233460.61201959997,13885139.795252513,10649343.374160001,2427350.13303,157508.8385105168,650937.449552,3235796.421092517
2007-11-01,2007,11,38751160.9542407,38751786.3952597,625.4410190000003,-9953057.916085223,2071741.0194585,2326120.2848727,-254379.2654142,14678431.552070566,11323176.733819999,2550165.42428,156998.9452081635,648090.4487624,3355254.8182505635
2007-12-01,2007,12,40266643.172985904,40261196.811808005,-5446.3611779,-8061803.475312286,2118621.2585100997,2417225.4733647997,-298604.21485469997,17458293.679011337,13117459.198669998,3351259.3790400005,180600.22732484245,808974.8739764999,4340834.480341343
2008-01-01,2008,1,42335484.89324101,42337186.49598481,1701.6027438000003,-8564985.612932537,1884141.5839312,2137967.4517249,-253825.86779370002,16826562.935583808,12516286.44007,3050570.3634499987,299058.4370102127,960647.6950536004,4310276.495513812
2008-02-01,2008,2,44894894.985563,44890107.5758982,-4787.4096648,-9421012.161393525,1932302.0143056002,2185143.7397901,-252841.7254845,16745505.719750928,12643590.09924,3096325.909870001,295768.0788482273,709821.6317927,4101915.6205109283
2008-03-01,2008,3,46116177.906789996,46116009.251466,-168.65532400000004,-10573579.826327436,2049594.3630499998,2298075.655612,-248481.292562,16773011.513383413,12680024.97686,3038073.2314399993,451275.581197417,603637.7238859999,4092986.536523416
2008-04-01,2008,4,47546698.43895,47514383.623777,-32314.815173,-11186029.261762958,2011227.8621220004,2260966.8250470003,-249738.96292499994,17497045.925457984,13383022.105399998,2971239.981790001,587445.8473939934,555337.9908740001,4114023.8200579947
2008-05-01,2008,5,49232111.279997796,49227465.51844449,-4645.7615533,-11184796.82146825,1881605.1350755002,2124030.2880286,-242425.15295309998,18911086.520149052,14063595.18026,3350669.594730001,572261.5857368537,924560.1594222002,4847491.339889055
2008-06-01,2008,6,50703496.4178736,50682503.1970552,-20993.2208184,-11849873.762466978,1766682.9399808,1980484.6049116,-213801.66493080003,18962274.45088405,14521846.37502,3087124.713520002,630666.3379520526,722637.0243919999,4440428.075864054
2008-07-01,2008,7,52368312.08132479,52363341.169638395,-4970.9116864,-13080949.810422665,1853807.6409936,2117866.5755908,-264058.93459719996,19309951.186394397,15009406.58718,3064242.63633,640929.2395499997,595372.7233344001,4300544.5992144
2008-08-01,2008,8,53884912.2276957,53890413.739977404,5501.512281699999,-13971224.82007793,1737047.2095357,2005805.5547537,-268758.345218,20187366.12536823,15397188.960959999,3347737.0777099994,746115.2355047303,696324.8511934999,4790177.164408229
2008-09-01,2008,9,54597024.9967719,54586906.4633193,-10118.533452600002,-13948736.55482554,1713620.0604930003,1982663.0616327003,-269043.0011397,20564328.966560982,15514641.440770002,3546404.5144899976,703712.4588084822,799570.5524925002,5049687.52579098
2008-10-01,2008,10,52535528.29959459,52525111.13477589,-10417.1648187,-13577531.018219298,1833771.1876761,2102876.9833696,-269105.79569349997,20079594.821614295,14967641.96504,3512353.7704599993,735698.7619484982,863900.3241658,5111952.856574297
2008-11-01,2008,11,53095749.3488574,53076840.7992035,-18908.5496539,-13789405.47494192,1743601.5768749001,2089590.8416293,-345989.2647544,19921164.32112386,14762394.12612,3273871.2473100005,690758.7183258686,1194140.2293680003,5158770.195003869
2008-12-01,2008,12,53822520.3590656,53823581.0828002,1060.7237346000002,-11931858.23676322,1681223.1419049997,1961184.7071947998,-279961.5652898,22292500.307408802,15807424.18834,4063848.0130299977,844505.4912741904,1576722.6147645996,6485076.119068788
2009-01-01,2009,1,54251012.1629977,54248053.7019594,-2958.4610383,-12564234.71705419,1673697.508357,1935354.4019375,-261656.8935805,21540969.36295285,14648960.863920001,4102410.8382300013,619401.2000857496,2170196.4607170997,6892008.49903285
2009-02-01,2009,2,53523404.580979005,53519239.1879798,-4165.3929992,-13157015.446541928,1687385.5273608002,1959953.9158817,-272568.3885209,20230765.69674505,14188880.600419998,4153121.903200002,622988.0285391536,1265775.1645858998,6041885.096325055
2009-03-01,2009,3,54121841.50213829,54102540.615366384,-19300.886771899997,-13994098.295523074,1668653.7564453,1935427.3287076,-266773.57226229995,19820482.065121077,13713708.760710003,3845706.7821099977,610723.2487319765,1650343.2735690996,6106773.304411074
2009-04-01,2009,4,53949109.53133671,53946332.16909011,-2777.3622465999983,-15092949.14428364,1668955.8846503003,1935510.0886447001,-266554.2039944,19286560.879350983,13695525.21408,3689997.0185999987,565482.938925787,1335555.7077451996,5591035.665270986
2009-05-01,2009,5,55025195.4693447,55021950.8438741,-3244.6254705999995,-16211804.937160678,1661636.8732587,1935835.7677691,-274198.89451039996,19348027.533117093,13854831.21521,3851984.625749999,512131.88542559335,1129079.8067315002,5493196.317907093
2009-06-01,2009,6,55450854.6851413,55442875.591960505,-7979.0931808000005,-15645075.490415856,1659001.7236321,1935762.5045232,-276760.7808911,21046297.231696334,14029722.305730002,5315807.05205,486968.86862883426,1213799.0052874999,7016574.9259663345
2009-07-01,2009,7,55817106.4885071,55798882.6414034,-18223.8471037,-16557844.935554955,1634425.1234287003,1935755.0272466002,-301329.9038179,21660379.04218524,14112625.43587,5841669.39163,455322.5662931409,1250761.6483921,7547753.606315241
2009-08-01,2009,8,57920765.529082306,57900258.155314304,-20507.373767999998,-16285247.744686084,1385771.9800684,1700106.4729304002,-314334.492862,22566202.737269364,14185761.67061,6549574.042990002,452610.27209837246,1378256.7515709996,8380441.066659374
2009-09-01,2009,9,58920584.87521691,58920080.131236106,-504.74398079999906,-15842018.450560136,1377463.5041486002,1700316.6055997002,-322853.10145109997,24306220.993078064,14321078.065699998,7895932.401440001,460313.78187046386,1628896.7442275996,9985142.927538065
2009-10-01,2009,10,59936142.146373294,59924216.082359195,-11926.0640141,-14869605.046034338,1402107.2953981,1700579.5632153,-298472.2678172,26471486.63113928,14950892.71957,9204172.2542,443884.7978779788,1872536.8594912998,11520593.911569279
2009-11-01,2009,11,61058361.7711702,61060341.5264852,1979.755315,-14810160.829222972,1382130.0185341001,1700708.6289354002,-318578.6104013,26908051.625143986,15156235.17367,9316923.31685,411197.88645699027,2023695.2481669998,11751816.451473989
2009-12-01,2009,12,59803315.5314178,59806022.747445,2707.2160271999996,-12037861.6401027,1363710.9500244004,1700107.7628236003,-336396.8127992,29568091.27885045,17079537.462860003,10203934.39941,417021.8694749489,1867597.5471055,12488553.81599045
2010-01-01,2010,1,59651821.74669059,59651552.06142929,-269.68526130000004,-12046325.54996266,1345657.6847679005,1699841.7802548003,-354184.09548689995,31352859.707103126,16393511.08664,12114576.309049997,392771.47833741567,2452000.8330757003,14959348.620463114
2010-02-01,2010,2,59408860.21020481,59408061.42827061,-798.7819341999998,-11898433.159611983,1166485.3413148,1515613.7088330002,-349128.36751819996,31866325.291083455,16132999.433329998,12246473.532550002,282464.49488395645,3204387.8303195,15733325.857753458
2010-03-01,2010,3,58877965.4917717,58886237.6344205,8272.142648799998,-12534189.589627642,1191800.7341219997,1514661.9388680998,-322861.2047461,31734835.493930407,16082227.919079999,11958110.130229997,192091.3964686122,3502406.0481518,15652607.574850408
2010-04-01,2010,4,58828476.1715284,58827997.5397465,-478.63178189999985,-14535737.46891183,1170983.7520394996,1514533.3334973997,-343549.58145790006,30157232.277248345,16364132.443359997,10513347.35373,260083.53170904994,3019668.9484493006,13793099.833888352
2010-05-01,2010,5,58936172.482151896,58940264.37155239,4091.8894005000006,-14921374.404462183,1166095.6339953,1513740.716547,-347645.0825517,30403324.39464753,16657145.177979996,10766871.81593,282885.6312478378,2696421.7694897004,13746179.216667537
2010-06-01,2010,6,59505108.00685209,59499653.68367549,-5454.3231766,-16051877.890473671,1186149.2433836,1510981.1672931,-324831.9239095,29903289.47003326,16848030.620670002,10008424.41669,254110.3626714579,2792724.0704218,13055258.849783257
2010-07-01,2010,7,60059586.2137612,60062575.498927504,2989.2851662999997,-17451955.82385318,1149029.1973255998,1511699.0651925,-362669.8678669,28898700.552043095,17128771.923070002,8841676.809060002,251872.78154799348,2676379.0383650996,11769928.628973095
2010-08-01,2010,8,60898116.20763529,60907225.103593394,9108.8959581,-18695844.246511422,1162700.4061178998,1511360.9069299998,-348660.5008121,28619650.201445952,17032519.319649994,8604347.346540002,248268.4684988637,2734515.0667570997,11587130.881795965
2010-09-01,2010,9,63137501.55058539,63137186.83264199,-314.7179434000002,-19622556.781357232,1181413.0452564997,1512135.1419878998,-330722.0967314,28656142.154223897,17150346.00035,8352654.835729999,246166.38276368953,2906974.9353802004,11505796.153873889
2010-10-01,2010,10,64177562.38611329,64175800.35610359,-1762.0300096999997,-20206230.80706449,1158325.5548749,1512377.547645,-354051.9927701,28178482.85558079,17589633.62561,7247625.952709995,237546.6285525012,3103676.6487083,10588849.229970796
2010-11-01,2010,11,64544092.5821928,64546841.0927352,2748.5105424,-20380590.815921824,1158087.941922,1509561.1879136,-351473.2459916,28789856.249272317,18243160.44562,7214076.036860002,234874.6583395009,3097745.1084527997,10546695.803652301
2010-12-01,2010,12,67523803.824118,67527617.5430942,3813.7189762,-19033717.01839091,1292932.4461788,1540134.0896598,-247201.64348099998,32577475.38114074,22484783.98672,8624557.009140002,256637.34604393388,1211497.0392368005,10092691.394420736
2011-01-01,2011,1,69511895.2114114,69509261.3539236,-2633.8574878000004,-20395683.250634994,1165866.7598908,1505481.9798652001,-339615.21997440007,32958579.07445322,21237391.72295,8617750.610579997,251430.48212261676,2852006.2588005997,11721187.351503214
2011-02-01,2011,2,71670840.316464,71665470.51334281,-5369.803121199999,-21398482.90885334,1166556.3279628,1501259.82685,-334703.4988872,32753997.521922406,20926812.82221,8136049.98116,265121.6025388055,3426013.1160135996,11827184.699712405
2011-03-01,2011,3,72352563.36616799,72345938.155425,-6625.210743000001,-20515376.43773709,1096133.1636680001,1497238.2001820002,-401105.036514,33318498.85592503,20716928.90821,8174943.763140004,278643.5123370285,4147982.6722379997,12601569.947715033
2011-04-01,2011,4,74080943.33138071,74069133.9364223,-11809.3949584,-22720668.638767067,1135944.2014239,1520633.0068843,-384688.8054604,30179544.053439453,21172658.70198,5699656.72581,111465.42423035669,3195763.2014191,9006885.351459457
2011-05-01,2011,5,73562654.61661871,73562133.8505066,-520.7661121,-24039985.288323496,1298665.8079592003,1620241.5905833002,-321575.7826241,29387941.461732715,21479375.922189996,5167255.439100002,98107.2005428195,2643202.8998999004,7908565.539542722
2011-06-01,2011,6,73969250.2946416,73968047.6186976,-1202.675944,-23153205.90938243,1135081.8582756,1460588.7445968,-325506.8863212,31157768.917289414,22239756.138600003,6136590.470869995,69817.43022101975,2711604.8775983993,8918012.778689414
2011-07-01,2011,7,75822954.1636005,75821999.9971323,-954.1664682000005,-24583659.83978559,1190864.9637164,1508389.4992814,-317524.53556499997,31437502.481094018,22681374.29983,6277736.821129997,54931.04217331457,2423460.3179607,8756128.181264013
2011-08-01,2011,8,79912282.31636249,79934836.42214459,22554.1057821,-25793166.578589763,1181444.8711160002,1458493.8687824002,-277048.99766640004,32635139.769102376,22914441.0584,7027370.759889998,55045.69011188507,2638282.2607005006,9720698.710702382
2011-09-01,2011,9,78373953.3858555,78372482.6017077,-1470.7841478,-26182201.18724043,1173214.8700196003,1457809.1994299002,-284594.3294103,34320068.2000884,23192246.391119998,7993729.047470001,55712.64191019726,3078380.1195882005,11127821.808968399
2011-10-01,2011,10,81771252.4346034,81772444.48869899,1192.0540956000002,-26496707.4570779,1180401.0879733004,1458264.1479362003,-277863.0599629,35375422.90739447,23424677.09819,8556878.426620001,56161.2235162797,3337706.1590682007,11950745.809204482
2011-11-01,2011,11,83107108.797405,83105865.0028474,-1243.7945576,-25953885.43883813,1033806.9248980003,1455491.2160748004,-421684.29117680003,37694737.93002285,23472053.859399997,10461719.584040005,54875.6668124547,3706088.8197704004,14222684.070622861
2011-12-01,2011,12,82447240.1782484,82450478.7072792,3238.5290308000003,-23173066.22482226,1072530.0812348002,1455186.7457450002,-382656.66451020003,41768104.04689797,25813629.415529996,12218148.283860004,57708.936864969255,3678617.4106430006,15954474.631367972
2012-01-01,2012,1,85674111.63985379,85675432.7217096,1321.0818558000005,-26541033.333452713,1059573.827183,1455326.5323080001,-395752.70512500004,39518452.97021008,24903078.67047,10722172.879490001,62125.28306949615,3831076.1371806012,14615374.299740098
2012-02-01,2012,2,87390352.75366059,87388218.98749879,-2133.7661617999997,-27446881.256784026,1065606.3085166002,1455591.3235746003,-389985.01505800005,39171409.39376794,24625366.599209998,10798646.555350002,63838.21965813685,3683558.0195498005,14546042.794557938
2012-03-01,2012,3,87442024.061651,87434750.5756998,-7273.485951200001,-27543760.440351926,1051593.379506,1455463.334771,-403869.955265,39703293.30210994,24540510.893769998,10817825.463840004,64742.638359954595,4280214.30613,15162782.40832996
2012-04-01,2012,4,86251619.4055838,86251832.2078602,212.8022764000001,-28166397.39273862,1055430.4774048,1455419.0896918,-399988.61228700005,38023309.60107171,24721194.540100005,9667744.861239998,64951.99808311033,3569418.2016486,13302115.060971709
2012-05-01,2012,5,85214076.99223019,85215126.911663,1049.9194327999999,-29605296.7170398,1066103.0537634003,1454734.2089694003,-388631.155206,36725834.41552426,24672153.35703,9347517.094189996,65191.796631263736,2640972.1676729997,12053681.058494259
2012-06-01,2012,6,85336746.0290982,85327100.0404788,-9645.988619400003,-29131072.705202684,1183071.672702,1454791.0737732,-271719.40107120003,37503828.244931765,25236765.71781,9805654.677520001,57843.27331336349,2403564.5762883998,12267062.527121766
2012-07-01,2012,7,87451191.02175261,87446507.52461681,-4683.497135799999,-31072632.893457986,1176639.3959552,1454639.3283094,-277999.9323542,36976145.65464319,25355066.91542,8751113.465180004,58063.852470595535,2811901.4215726,11621078.739223199
2012-08-01,2012,8,89616978.6673434,89616536.3628752,-442.30446820000003,-32641457.860811513,1181724.9944386003,1454840.3227422002,-273115.3283036,37915235.26825012,25426304.4115,9821254.877410002,57052.96568692622,2610623.0136532,12488930.856750129
2012-09-01,2012,9,92056102.9511942,92054803.1813004,-1299.7698937999996,-31624133.68182799,1184212.7410716002,1455161.2378640003,-270948.4967924,39808812.685307235,25897634.73332,9829174.63964,55783.209057241795,4026220.10329,13911177.95198724
2012-10-01,2012,10,94474217.46729541,94475395.6017746,1178.1344792,-35032581.714719,1203894.0844162002,1455197.3567930001,-251303.2723768,39897674.00011826,26314863.11214,9616782.45714,31859.521620858897,3934168.9092174,13582810.88797826
2012-11-01,2012,11,95530938.1199796,95528814.978723,-2123.1412566,-34484140.43676071,1227195.4815882004,1455208.2442990004,-228012.76271080002,42290006.62329362,26514101.97672,11385987.314429998,30448.3475904269,4359468.984553201,15775904.646573626
2012-12-01,2012,12,95537302.47366062,95536782.48030981,-519.9933508000001,-29315840.06477908,1230435.4774110003,1455405.7225702002,-224970.2451592,48670600.37591682,29304721.410129998,15940434.778550003,30557.117748228604,3394887.069488601,19365878.965786833
2013-01-01,2013,1,96376112.25623919,96374004.75969279,-2107.4965463999997,-31541942.457583632,1137182.9219524001,1455685.8809914002,-318502.95903900004,45853153.17179366,28012281.894219995,14417852.32774,30671.148241275,3392347.8015924008,17840871.27757368
2013-02-01,2013,2,96730242.8236326,96731574.4498572,1331.6262246000001,-33255567.942846306,1210416.4105458,1455332.2267254002,-244915.8161796,45106015.34060633,27306081.07308,13833117.40926,30791.287510734604,3936025.5707556005,17799934.267526332
2013-03-01,2013,3,97327463.7450822,97333384.0336074,5920.2885252,-34246472.31551218,1203895.5664372002,1455050.1896246,-251154.6231874,43142448.600577846,27228804.140340004,12011812.787109997,30903.621121443994,3870928.0520064007,15913644.460237842
2013-04-01,2013,4,97454960.6663766,97453275.87232861,-1684.7940479999995,-36347891.509988785,1219792.6225956,1455308.3172244001,-235515.6946288,41892660.60138217,27317810.70501,10754521.322739998,27673.3620001768,3792655.211632,14574849.896372175
2013-05-01,2013,5,96092336.8514704,96088896.8845764,-3439.9668940000006,-36985881.54332412,1232462.1833268004,1455179.3535462003,-222717.1702194,41468493.12613647,27559287.579709996,10232972.262030002,27785.905764474395,3648447.3786320006,13909205.546426475
2013-06-01,2013,6,95708681.97789781,95704237.555535,-4444.4223628,-35653628.517633736,1239326.3294770003,1455262.1489094002,-215935.81943240002,43314165.69371894,28006657.39683,11252832.462569999,27889.070881747197,4026786.7634372003,15307508.296888946
2013-07-01,2013,7,98170942.57557862,98170463.09937721,-479.4762013999997,-37909190.04634315,1229150.459713,1455436.2945718002,-226285.8348588,42593305.94674991,28120126.41474,10440139.547669997,27960.158035716904,4005079.8263042,14473179.532009915
2013-08-01,2013,8,98792861.25003259,98793498.707575,637.4575423999997,-41299918.69649839,1235258.4780400002,1455424.0372136002,-220165.5591736,43705429.03646422,28193829.79869,11849310.930580005,28020.3498280251,3634267.9573662006,15511599.23777423
2013-09-01,2013,9,99590410.04991259,99583003.25172919,-7406.7981834,-41345434.098601684,1212527.7407918002,1455642.4204218,-243114.67963,42603226.65987318,28401661.837819997,10705070.708770005,28155.2812173906,3468338.8320658007,14201564.822053196
2013-10-01,2013,10,97754840.11068721,97752221.76331781,-2618.3473694000004,-41671917.323780075,5343255.0594076,1455809.7306768002,3887445.3287307997,43193946.0143068,28843926.220980003,10617702.046740001,28311.3191928021,3704006.427394,14350019.793326803
2013-11-01,2013,11,97605235.38603319,97600648.98410259,-4586.4019306,-41205002.82431482,5631333.0744992,1748697.2189334002,3882635.8555658,43378118.544281475,29206523.124009997,10142645.200160006,28474.4429506719,4000475.7771608005,14171595.420271479
2013-12-01,2013,12,98990791.74601541,98990999.41660021,207.67058480000077,-33813097.812691644,5303659.6270042,1455395.3308364,3848264.2961677997,51605915.081477314,32716398.74058,14813900.084490003,27476.5785537042,4048139.6778536006,18889516.340897307
2014-01-01,2014,1,99603166.45877779,99602092.71175238,-1073.7470254000002,-35379873.6577945,5304249.3252588,1455196.925299,3849052.3999598,46502025.808538094,31188644.1946,11239953.494750004,27622.932879897002,4045805.186308201,15313381.613938102
2014-02-01,2014,2,99865788.68550758,99864320.07153139,-1468.6139762000005,-35909120.43138215,5305383.9333538,1455320.3301819998,3850063.6031718003,44971025.89274381,30835216.29774,10262956.105999997,27763.0685934156,3845090.4204104003,14135809.595003814
2014-03-01,2014,3,99405215.21095201,99401889.07183221,-3326.1391198,-37354259.68519002,5514984.8599088,1485463.4358644,4029521.4240444,43583380.12966055,30229381.528079998,10354326.961649995,27900.601166744997,2971771.0387638006,13353998.601580542
2014-04-01,2014,4,99696557.95711218,99680983.85771538,-15574.0993968,-38644746.60787874,6168352.4547434,1552517.7936856,4615834.6610578,44933133.215966776,30314577.33288,11371539.728079999,31050.866901972997,3215965.2881048,14618555.883086773
2014-05-01,2014,5,99749116.8407146,99745997.6674518,-3119.1732627999995,-39922868.134744726,6496292.3117376,1757257.7678264,4739034.5439112,44710185.83521187,30550862.265150003,11412084.191189999,30501.604304283,2716737.7745676003,14159323.570061883
2014-06-01,2014,6,101588719.09253618,101586518.36852118,-2200.724015,-39064965.9286077,6179030.0244424,1456416.1011088,4722613.9233336,46248208.12498999,31016997.8293,12412856.090530002,30664.730393974594,2787689.474766,15231210.295689978
2014-07-01,2014,7,102031406.32493201,102032390.6106974,984.2857654000009,-41939025.653691,6781553.544473,2806673.4866512,3974880.0578217995,45999454.65678011,31008182.134150002,12531389.397500005,36780.6246877024,2423102.5004424006,14991272.522630109
2014-08-01,2014,8,105610887.3750364,105618557.605246,7670.230209600001,-44207526.102950044,5950919.2702682,2057913.1795748,3893006.0906934,47132791.28522356,31293199.733649995,13344997.820989998,36985.6419779752,2457608.0886056,15839591.551573573
2014-09-01,2014,9,104764912.03687602,104766010.80993602,1098.7730600000002,-42349181.19899059,5297125.7624688,1452862.4834118,3844263.279057,48305382.1367247,31388003.264030006,14502469.105579998,37197.7545843048,2377712.0125304004,16917378.872694705
2014-10-01,2014,10,105552974.55737442,105552401.87641102,-572.6809633999999,-40838065.70973182,5804715.9763082005,1912974.3115786002,3891741.6647296,51843439.063143305,31935587.07681,17248498.10818,37647.7213157156,2621706.1568376007,19907851.986333318
2014-11-01,2014,11,106174945.63310461,106176007.19018441,1061.5570797999999,-40093649.96634788,5313323.9173336,1432116.1975214,3881207.7198122,52751707.84305644,32282778.901520003,17340563.07986,37758.770433439604,3090607.0912430007,20468928.94153644
2014-12-01,2014,12,103742696.92378622,103744837.73194382,2140.8081576,-29328915.759721372,5371426.261263801,1493735.3271340001,3877690.9341298,61256800.38181533,36670596.130389996,21142619.85052,37892.97046892641,3405691.4304364,24586204.251425326
2015-01-01,2015,1,103497931.97396381,103498942.49881761,1010.5248537999997,-31461852.360015273,5265640.0975252,1400940.2020552,3864699.8954700003,58118611.38141999,34911155.65037,19109790.88414,39544.3417103932,4058120.5051996005,23207455.731049992
2015-02-01,2015,2,103884496.26793,103884497.8766,1.6086700000001584,-31891980.87247932,5265659.5483,1396817.4430344002,3868842.1052655997,56149437.725975215,33839186.080850005,17379250.531609997,41731.6473880083,4889269.466127201,22310251.645125207
